Store,Date,Weekly_Sales,Holiday_Flag,Fuel_Price,CPI,Unemployment,Temperature_C,Year,Month_Name
1,05-10-2012,1670786,0,3.6,223.18,6.57,20.55555556,2012,October
1,12-10-2012,1573073,0,3.6,223.38,6.57,17.22222222,2012,October
1,19-10-2012,1508069,0,3.6,223.43,6.57,20,2012,October
1,26-10-2012,1493660,0,3.5,223.44,6.57,20.55555556,2012,October
2,05-02-2010,2136989,0,2.6,210.75,8.32,4.444444444,2010,February
2,12-02-2010,2137810,1,2.5,210.9,8.32,3.333333333,2010,February
2,19-02-2010,2124452,0,2.5,210.95,8.32,4.444444444,2010,February
2,26-02-2010,1865097,0,2.6,210.98,8.32,7.777777778,2010,February
2,05-03-2010,1991013,0,2.6,211.01,8.32,8.333333333,2010,March
2,12-03-2010,1990484,0,2.7,211.04,8.32,14.44444444,2010,March
2,19-03-2010,1946071,0,2.7,210.87,8.32,12.77777778,2010,March
2,26-03-2010,1750198,0,2.7,210.68,8.32,10.55555556,2010,March
2,02-04-2010,2066188,0,2.7,210.48,8.2,17.22222222,2010,April
2,09-04-2010,1954689,0,2.8,210.28,8.2,18.33333333,2010,April
2,16-04-2010,1874958,0,2.8,210.15,8.2,20,2010,April
2,23-04-2010,1821991,0,2.8,210.1,8.2,18.33333333,2010,April
2,30-04-2010,1802450,0,2.8,210.05,8.2,19.44444444,2010,April
2,07-05-2010,2042582,0,2.8,210,8.2,21.66666667,2010,May
2,14-05-2010,1880752,0,2.9,210,8.2,22.77777778,2010,May
2,21-05-2010,1896937,0,2.8,210.28,8.2,23.88888889,2010,May
2,28-05-2010,1957114,0,2.8,210.56,8.2,27.22222222,2010,May
2,04-06-2010,2102540,0,2.7,210.83,8.2,27.77777778,2010,June
2,11-06-2010,2025539,0,2.7,211.11,8.2,28.33333333,2010,June
2,18-06-2010,2001637,0,2.6,211.11,8.2,30,2010,June
2,25-06-2010,1939927,0,2.7,211,8.2,30,2010,June
2,02-07-2010,2003941,0,2.7,210.88,8.1,28.33333333,2010,July
2,09-07-2010,1880903,0,2.6,210.77,8.1,28.33333333,2010,July
2,16-07-2010,1845880,0,2.6,210.76,8.1,29.44444444,2010,July
2,23-07-2010,1781718,0,2.6,210.89,8.1,31.11111111,2010,July
2,30-07-2010,1804246,0,2.6,211.03,8.1,28.33333333,2010,July
2,06-08-2010,1991910,0,2.6,211.16,8.1,32.22222222,2010,August
2,13-08-2010,1895601,0,2.7,211.3,8.1,31.66666667,2010,August
2,20-08-2010,1964335,0,2.7,211.26,8.1,31.66666667,2010,August
2,27-08-2010,1863840,0,2.6,211.22,8.1,30.55555556,2010,August
2,03-09-2010,1904608,0,2.6,211.19,8.1,27.77777778,2010,September
2,10-09-2010,1839129,1,2.6,211.15,8.1,26.11111111,2010,September
2,17-09-2010,1793904,0,2.6,211.18,8.1,27.77777778,2010,September
2,24-09-2010,1724557,0,2.6,211.26,8.1,27.77777778,2010,September
2,01-10-2010,1827440,0,2.6,211.33,8.16,20.55555556,2010,October
2,08-10-2010,1849921,0,2.6,211.4,8.16,17.22222222,2010,October
2,15-10-2010,1794355,0,2.7,211.47,8.16,18.88888889,2010,October
2,22-10-2010,1737948,0,2.7,211.52,8.16,20.55555556,2010,October
2,29-10-2010,1802755,0,2.7,211.57,8.16,18.88888889,2010,October
2,05-11-2010,1939061,0,2.7,211.61,8.16,14.44444444,2010,November
2,12-11-2010,1916813,0,2.7,211.66,8.16,15.55555556,2010,November
2,19-11-2010,1956739,0,2.8,211.55,8.16,10.55555556,2010,November
2,26-11-2010,2658725,1,2.7,211.41,8.16,17.22222222,2010,November
2,03-12-2010,2015781,0,2.7,211.27,8.16,9.444444444,2010,December
2,10-12-2010,2378727,0,2.8,211.12,8.16,7.777777778,2010,December
2,17-12-2010,2609167,0,2.9,211.06,8.16,8.888888889,2010,December
2,24-12-2010,3436008,0,2.9,211.06,8.16,10,2010,December
2,31-12-2010,1750435,1,2.9,211.06,8.16,8.333333333,2010,December
2,07-01-2011,1758051,0,3,211.06,8.03,7.222222222,2011,January
2,14-01-2011,1744194,0,3,211.12,8.03,0.555555556,2011,January
2,21-01-2011,1751385,0,3,211.49,8.03,5,2011,January
2,28-01-2011,1695372,0,3,211.86,8.03,6.111111111,2011,January
2,04-02-2011,1929346,0,3,212.22,8.03,3.333333333,2011,February
2,11-02-2011,2168042,1,3,212.59,8.03,0.555555556,2011,February
2,18-02-2011,2080885,0,3,212.9,8.03,14.44444444,2011,February
2,25-02-2011,1833511,0,3.1,213.19,8.03,16.11111111,2011,February
2,04-03-2011,1981608,0,3.3,213.48,8.03,14.44444444,2011,March
2,11-03-2011,1879107,0,3.5,213.76,8.03,11.66666667,2011,March
2,18-03-2011,1902558,0,3.5,214.02,8.03,16.66666667,2011,March
2,25-03-2011,1766162,0,3.5,214.25,8.03,20.55555556,2011,March
2,01-04-2011,1800171,0,3.5,214.49,7.93,12.77777778,2011,April
2,08-04-2011,1847553,0,3.6,214.73,7.93,19.44444444,2011,April
2,15-04-2011,1856468,0,3.7,214.94,7.93,20.55555556,2011,April
2,22-04-2011,1886340,0,3.8,215.11,7.93,20.55555556,2011,April
2,29-04-2011,1745545,0,3.8,215.28,7.93,20.55555556,2011,April
2,06-05-2011,1837744,0,3.9,215.44,7.93,16.11111111,2011,May
2,13-05-2011,1838513,0,3.9,215.61,7.93,23.88888889,2011,May
2,20-05-2011,1688282,0,3.9,215.38,7.93,19.44444444,2011,May
2,27-05-2011,1797733,0,3.8,215.15,7.93,24.44444444,2011,May
2,03-06-2011,1933756,0,3.7,214.93,7.93,28.33333333,2011,June
2,10-06-2011,1929153,0,3.6,214.7,7.93,28.33333333,2011,June
2,17-06-2011,1953772,0,3.6,214.65,7.93,30.55555556,2011,June
2,24-06-2011,1790926,0,3.6,214.74,7.93,29.44444444,2011,June
2,01-07-2011,1866243,0,3.5,214.84,7.85,30,2011,July
2,08-07-2011,1853162,0,3.5,214.93,7.85,31.11111111,2011,July
2,15-07-2011,1785187,0,3.6,215.01,7.85,32.22222222,2011,July
2,22-07-2011,1743816,0,3.7,215.07,7.85,31.66666667,2011,July
2,29-07-2011,1680693,0,3.7,215.14,7.85,32.22222222,2011,July
2,05-08-2011,1876704,0,3.7,215.2,7.85,33.88888889,2011,August
2,12-08-2011,1812768,0,3.6,215.26,7.85,33.33333333,2011,August
2,19-08-2011,1844095,0,3.6,215.32,7.85,32.22222222,2011,August
2,26-08-2011,1821140,0,3.5,215.39,7.85,32.22222222,2011,August
2,02-09-2011,1809120,0,3.5,215.45,7.85,32.22222222,2011,September
2,09-09-2011,1748001,1,3.5,215.51,7.85,25.55555556,2011,September
2,16-09-2011,1691440,0,3.5,215.69,7.85,26.11111111,2011,September
2,23-09-2011,1669300,0,3.5,216.03,7.85,24.44444444,2011,September
2,30-09-2011,1650394,0,3.4,216.36,7.85,25.55555556,2011,September
2,07-10-2011,1837553,0,3.3,216.7,7.44,21.11111111,2011,October
2,14-10-2011,1743882,0,3.3,217,7.44,22.22222222,2011,October
2,21-10-2011,1834680,0,3.4,217.17,7.44,18.33333333,2011,October
2,28-10-2011,1769296,0,3.4,217.33,7.44,18.88888889,2011,October
2,04-11-2011,1959708,0,3.3,217.49,7.44,13.33333333,2011,November
2,11-11-2011,1920725,0,3.3,217.65,7.44,15,2011,November
2,18-11-2011,1902763,0,3.3,217.87,7.44,16.66666667,2011,November
2,25-11-2011,2614202,1,3.2,218.11,7.44,13.33333333,2011,November
2,02-12-2011,1954952,0,3.2,218.36,7.44,9.444444444,2011,December
2,09-12-2011,2290549,0,3.2,218.61,7.44,5.555555556,2011,December
2,16-12-2011,2432737,0,3.2,218.82,7.44,10,2011,December
2,23-12-2011,3224370,0,3.1,219,7.44,8.333333333,2011,December
2,30-12-2011,1874227,1,3.1,219.18,7.44,7.222222222,2011,December
2,06-01-2012,1799520,0,3.2,219.36,7.06,8.333333333,2012,January
2,13-01-2012,1744725,0,3.3,219.53,7.06,7.777777778,2012,January
2,20-01-2012,1711769,0,3.3,219.63,7.06,11.11111111,2012,January
2,27-01-2012,1660906,0,3.3,219.72,7.06,10.55555556,2012,January
2,03-02-2012,1935300,0,3.4,219.81,7.06,12.77777778,2012,February
2,10-02-2012,2103323,1,3.4,219.9,7.06,8.333333333,2012,February
2,17-02-2012,2196688,0,3.5,220.07,7.06,6.666666667,2012,February
2,24-02-2012,1861803,0,3.6,220.28,7.06,12.77777778,2012,February
2,02-03-2012,1952556,0,3.6,220.49,7.06,15,2012,March
2,09-03-2012,1937628,0,3.7,220.7,7.06,13.88888889,2012,March
2,16-03-2012,1976082,0,3.7,220.85,7.06,17.77777778,2012,March
2,23-03-2012,1790439,0,3.8,220.92,7.06,17.77777778,2012,March
2,30-03-2012,1857481,0,3.8,221,7.06,19.44444444,2012,March
2,06-04-2012,2129036,0,3.9,221.07,6.89,20,2012,April
2,13-04-2012,1935869,0,3.9,221.15,6.89,20,2012,April
2,20-04-2012,1847344,0,3.9,221.2,6.89,18.88888889,2012,April
2,27-04-2012,1764133,0,3.8,221.26,6.89,19.44444444,2012,April
2,04-05-2012,1923957,0,3.7,221.31,6.89,25,2012,May
2,11-05-2012,1917521,0,3.7,221.36,6.89,23.33333333,2012,May
2,18-05-2012,2000941,0,3.6,221.38,6.89,21.66666667,2012,May
2,25-05-2012,1912791,0,3.6,221.38,6.89,25.55555556,2012,May
2,01-06-2012,1910092,0,3.5,221.39,6.89,25.55555556,2012,June
2,08-06-2012,2010216,0,3.5,221.39,6.89,26.11111111,2012,June
2,15-06-2012,1962924,0,3.4,221.4,6.89,27.22222222,2012,June
2,22-06-2012,1887733,0,3.3,221.44,6.89,27.22222222,2012,June
2,29-06-2012,1881046,0,3.3,221.48,6.89,30,2012,June
2,06-07-2012,2041507,0,3.2,221.52,6.57,28.88888889,2012,July
2,13-07-2012,1830075,0,3.3,221.56,6.57,26.66666667,2012,July
2,20-07-2012,1819666,0,3.3,221.57,6.57,28.33333333,2012,July
2,27-07-2012,1757924,0,3.4,221.58,6.57,30,2012,July
2,03-08-2012,1946105,0,3.4,221.59,6.57,32.22222222,2012,August
2,10-08-2012,1866720,0,3.5,221.6,6.57,31.66666667,2012,August
2,17-08-2012,1928016,0,3.6,221.68,6.57,29.44444444,2012,August
2,24-08-2012,1876788,0,3.6,221.81,6.57,25,2012,August
2,31-08-2012,1947083,0,3.6,221.94,6.57,28.33333333,2012,August
2,07-09-2012,1898777,1,3.7,222.07,6.57,31.11111111,2012,September
2,14-09-2012,1814807,0,3.7,222.22,6.57,24.44444444,2012,September
2,21-09-2012,1829416,0,3.7,222.42,6.57,21.66666667,2012,September
2,28-09-2012,1746471,0,3.7,222.62,6.57,26.11111111,2012,September
2,05-10-2012,1998321,0,3.6,222.82,6.17,21.11111111,2012,October
2,12-10-2012,1900745,0,3.6,223.02,6.17,16.11111111,2012,October
2,19-10-2012,1847990,0,3.6,223.06,6.17,20,2012,October
2,26-10-2012,1834458,0,3.5,223.08,6.17,21.11111111,2012,October
3,05-02-2010,461622,0,2.6,214.42,7.37,7.777777778,2010,February
3,12-02-2010,420729,1,2.5,214.57,7.37,8.888888889,2010,February
3,19-02-2010,421642,0,2.5,214.62,7.37,8.333333333,2010,February
3,26-02-2010,407205,0,2.6,214.65,7.37,11.11111111,2010,February
3,05-03-2010,415202,0,2.6,214.68,7.37,11.66666667,2010,March
3,12-03-2010,384201,0,2.7,214.7,7.37,17.22222222,2010,March
3,19-03-2010,375329,0,2.7,214.53,7.37,15.55555556,2010,March
3,26-03-2010,359949,0,2.7,214.32,7.37,13.88888889,2010,March
3,02-04-2010,423294,0,2.7,214.12,7.34,18.88888889,2010,April
3,09-04-2010,415870,0,2.8,213.91,7.34,20,2010,April
3,16-04-2010,354993,0,2.8,213.77,7.34,19.44444444,2010,April
3,23-04-2010,339977,0,2.8,213.72,7.34,20,2010,April
3,30-04-2010,361248,0,2.8,213.67,7.34,21.11111111,2010,April
3,07-05-2010,399324,0,2.8,213.62,7.34,22.77777778,2010,May
3,14-05-2010,384358,0,2.9,213.62,7.34,25,2010,May
3,21-05-2010,343763,0,2.8,213.91,7.34,24.44444444,2010,May
3,28-05-2010,350089,0,2.8,214.2,7.34,26.11111111,2010,May
3,04-06-2010,396969,0,2.7,214.5,7.34,26.11111111,2010,June
3,11-06-2010,355017,0,2.7,214.79,7.34,27.77777778,2010,June
3,18-06-2010,364077,0,2.6,214.79,7.34,28.88888889,2010,June
3,25-06-2010,357346,0,2.7,214.67,7.34,28.88888889,2010,June
3,02-07-2010,381152,0,2.7,214.55,7.35,27.77777778,2010,July
3,09-07-2010,349214,0,2.6,214.43,7.35,27.77777778,2010,July
3,16-07-2010,352729,0,2.6,214.42,7.35,28.88888889,2010,July
3,23-07-2010,352864,0,2.6,214.56,7.35,28.33333333,2010,July
3,30-07-2010,347955,0,2.6,214.7,7.35,27.77777778,2010,July
3,06-08-2010,402636,0,2.6,214.83,7.35,29.44444444,2010,August
3,13-08-2010,339597,0,2.7,214.97,7.35,30.55555556,2010,August
3,20-08-2010,351728,0,2.7,214.93,7.35,31.11111111,2010,August
3,27-08-2010,362134,0,2.6,214.89,7.35,30,2010,August
3,03-09-2010,366474,0,2.6,214.85,7.35,28.88888889,2010,September
3,10-09-2010,352261,1,2.6,214.81,7.35,27.22222222,2010,September
3,17-09-2010,363065,0,2.6,214.83,7.35,27.77777778,2010,September
3,24-09-2010,355627,0,2.6,214.91,7.35,25,2010,September
3,01-10-2010,358784,0,2.6,214.98,7.56,23.33333333,2010,October
3,08-10-2010,395107,0,2.6,215.06,7.56,19.44444444,2010,October
3,15-10-2010,345584,0,2.7,215.13,7.56,21.11111111,2010,October
3,22-10-2010,348896,0,2.7,215.18,7.56,22.22222222,2010,October
3,29-10-2010,348592,0,2.7,215.23,7.56,22.22222222,2010,October
3,05-11-2010,423176,0,2.7,215.28,7.56,17.22222222,2010,November
3,12-11-2010,386635,0,2.7,215.33,7.56,17.22222222,2010,November
3,19-11-2010,372545,0,2.8,215.21,7.56,14.44444444,2010,November
3,26-11-2010,565568,1,2.7,215.06,7.56,20.55555556,2010,November
3,03-12-2010,476421,0,2.7,214.92,7.56,12.22222222,2010,December
3,10-12-2010,467642,0,2.8,214.77,7.56,10.55555556,2010,December
3,17-12-2010,498159,0,2.9,214.7,7.56,11.11111111,2010,December
3,24-12-2010,605990,0,2.9,214.7,7.56,13.88888889,2010,December
3,31-12-2010,382678,1,2.9,214.7,7.56,11.66666667,2010,December
3,07-01-2011,378241,0,3,214.7,7.55,11.66666667,2011,January
3,14-01-2011,381061,0,3,214.75,7.55,7.222222222,2011,January
3,21-01-2011,350877,0,3,215.13,7.55,10.55555556,2011,January
3,28-01-2011,364866,0,3,215.51,7.55,9.444444444,2011,January
3,04-02-2011,438517,0,3,215.89,7.55,7.777777778,2011,February
3,11-02-2011,430526,1,3,216.27,7.55,6.666666667,2011,February
3,18-02-2011,432782,0,3,216.58,7.55,16.66666667,2011,February
3,25-02-2011,397211,0,3.1,216.88,7.55,19.44444444,2011,February
3,04-03-2011,437085,0,3.3,217.17,7.55,18.33333333,2011,March
3,11-03-2011,404753,0,3.5,217.47,7.55,16.11111111,2011,March
3,18-03-2011,392110,0,3.5,217.72,7.55,20.55555556,2011,March
3,25-03-2011,380684,0,3.5,217.97,7.55,22.77777778,2011,March
3,01-04-2011,374556,0,3.5,218.21,7.57,20.55555556,2011,April
3,08-04-2011,384075,0,3.6,218.46,7.57,22.77777778,2011,April
3,15-04-2011,366251,0,3.7,218.68,7.57,24.44444444,2011,April
3,22-04-2011,391860,0,3.8,218.85,7.57,25,2011,April
3,29-04-2011,367405,0,3.8,219.02,7.57,26.11111111,2011,April
3,06-05-2011,413042,0,3.9,219.2,7.57,20.55555556,2011,May
3,13-05-2011,386313,0,3.9,219.37,7.57,26.66666667,2011,May
3,20-05-2011,364603,0,3.9,219.13,7.57,24.44444444,2011,May
3,27-05-2011,369351,0,3.8,218.89,7.57,28.88888889,2011,May
3,03-06-2011,394508,0,3.7,218.64,7.57,28.88888889,2011,June
3,10-06-2011,391639,0,3.6,218.4,7.57,29.44444444,2011,June
3,17-06-2011,403423,0,3.6,218.36,7.57,30.55555556,2011,June
3,24-06-2011,385521,0,3.6,218.45,7.57,29.44444444,2011,June
3,01-07-2011,368963,0,3.5,218.55,7.57,29.44444444,2011,July
3,08-07-2011,395146,0,3.5,218.64,7.57,29.44444444,2011,July
3,15-07-2011,373454,0,3.6,218.73,7.57,30.55555556,2011,July
3,22-07-2011,360617,0,3.7,218.79,7.57,30,2011,July
3,29-07-2011,345381,0,3.7,218.84,7.57,31.11111111,2011,July
3,05-08-2011,409981,0,3.7,218.9,7.57,31.11111111,2011,August
3,12-08-2011,380377,0,3.6,218.96,7.57,31.66666667,2011,August
3,19-08-2011,379717,0,3.6,219.02,7.57,31.11111111,2011,August
3,26-08-2011,366368,0,3.5,219.09,7.57,31.11111111,2011,August
3,02-09-2011,375989,0,3.5,219.15,7.57,31.66666667,2011,September
3,09-09-2011,377347,1,3.5,219.21,7.57,27.77777778,2011,September
3,16-09-2011,375630,0,3.5,219.4,7.57,28.88888889,2011,September
3,23-09-2011,365249,0,3.5,219.74,7.57,26.66666667,2011,September
3,30-09-2011,368478,0,3.4,220.09,7.57,28.33333333,2011,September
