Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
1,07-01-2011,"14,44,732",0,48,3,211.4,7.74
1,14-01-2011,"13,91,014",0,35,3,211.46,7.74
1,21-01-2011,"13,27,405",0,44,3,211.83,7.74
1,28-01-2011,"13,16,899",0,44,3,212.2,7.74
1,04-02-2011,"16,06,630",0,42,3,212.57,7.74
1,11-02-2011,"16,49,615",1,36,3,212.94,7.74
1,18-02-2011,"16,86,843",0,57,3,213.25,7.74
1,25-02-2011,"14,56,800",0,63,3.1,213.54,7.74
1,04-03-2011,"16,36,263",0,60,3.3,213.82,7.74
1,11-03-2011,"15,53,192",0,54,3.5,214.11,7.74
1,18-03-2011,"15,76,818",0,63,3.5,214.36,7.74
1,25-03-2011,"15,41,102",0,70,3.5,214.6,7.74
1,01-04-2011,"14,95,065",0,59,3.5,214.84,7.68
1,08-04-2011,"16,14,259",0,68,3.6,215.07,7.68
1,15-04-2011,"15,59,889",0,71,3.7,215.29,7.68
1,22-04-2011,"15,64,820",0,73,3.8,215.46,7.68
1,29-04-2011,"14,55,091",0,72,3.8,215.63,7.68
1,06-05-2011,"16,29,391",0,65,3.9,215.8,7.68
1,13-05-2011,"16,04,776",0,76,3.9,215.96,7.68
1,20-05-2011,"14,28,218",0,68,3.9,215.73,7.68
1,27-05-2011,"14,66,047",0,78,3.8,215.5,7.68
1,03-06-2011,"16,35,078",0,83,3.7,215.27,7.68
1,10-06-2011,"15,88,948",0,83,3.6,215.04,7.68
1,17-06-2011,"15,32,115",0,86,3.6,215,7.68
1,24-06-2011,"14,38,830",0,84,3.6,215.09,7.68
1,01-07-2011,"14,88,538",0,86,3.5,215.18,7.96
1,08-07-2011,"15,34,850",0,86,3.5,215.28,7.96
1,15-07-2011,"14,55,120",0,89,3.6,215.36,7.96
1,22-07-2011,"13,96,927",0,86,3.7,215.42,7.96
1,29-07-2011,"13,52,220",0,87,3.7,215.48,7.96
1,05-08-2011,"16,24,384",0,92,3.7,215.54,7.96
1,12-08-2011,"15,25,147",0,91,3.6,215.61,7.96
1,19-08-2011,"15,30,761",0,90,3.6,215.67,7.96
1,26-08-2011,"14,64,693",0,88,3.5,215.73,7.96
1,02-09-2011,"15,50,229",0,88,3.5,215.8,7.96
1,09-09-2011,"15,40,471",1,76,3.5,215.86,7.96
1,16-09-2011,"15,14,260",0,80,3.5,216.04,7.96
1,23-09-2011,"13,80,020",0,76,3.5,216.38,7.96
1,30-09-2011,"13,94,562",0,80,3.4,216.71,7.96
1,07-10-2011,"16,30,990",0,69,3.3,217.05,7.87
1,14-10-2011,"14,93,526",0,72,3.3,217.36,7.87
1,21-10-2011,"15,02,563",0,64,3.4,217.52,7.87
1,28-10-2011,"14,45,249",0,67,3.4,217.68,7.87
1,04-11-2011,"16,97,230",0,55,3.3,217.84,7.87
1,11-11-2011,"15,94,939",0,59,3.3,218,7.87
1,18-11-2011,"15,39,484",0,62,3.3,218.22,7.87
1,25-11-2011,"20,33,321",1,60,3.2,218.47,7.87
1,02-12-2011,"15,84,084",0,49,3.2,218.71,7.87
1,09-12-2011,"17,99,682",0,44,3.2,218.96,7.87
1,16-12-2011,"18,81,177",0,52,3.2,219.18,7.87
1,23-12-2011,"22,70,189",0,48,3.1,219.36,7.87
1,30-12-2011,"14,97,463",1,45,3.1,219.54,7.87
1,06-01-2012,"15,50,370",0,49,3.2,219.71,7.35
1,13-01-2012,"14,59,601",0,49,3.3,219.89,7.35
1,20-01-2012,"13,94,394",0,54,3.3,219.99,7.35
1,27-01-2012,"13,19,326",0,54,3.3,220.08,7.35
1,03-02-2012,"16,36,340",0,57,3.4,220.17,7.35
1,10-02-2012,"18,02,477",1,48,3.4,220.27,7.35
1,17-02-2012,"18,19,870",0,45,3.5,220.43,7.35
1,24-02-2012,"15,39,388",0,57,3.6,220.64,7.35
1,02-03-2012,"16,88,421",0,61,3.6,220.85,7.35
1,09-03-2012,"16,75,431",0,59,3.7,221.06,7.35
1,16-03-2012,"16,77,473",0,65,3.7,221.21,7.35
1,23-03-2012,"15,11,068",0,66,3.8,221.29,7.35
1,30-03-2012,"16,49,605",0,68,3.8,221.36,7.35
1,06-04-2012,"18,99,677",0,70,3.9,221.44,7.14
1,13-04-2012,"16,21,032",0,69,3.9,221.51,7.14
1,20-04-2012,"15,21,578",0,67,3.9,221.56,7.14
1,27-04-2012,"14,68,928",0,67,3.8,221.62,7.14
1,04-05-2012,"16,84,520",0,76,3.7,221.67,7.14
1,11-05-2012,"16,11,096",0,74,3.7,221.73,7.14
1,18-05-2012,"15,95,902",0,70,3.6,221.74,7.14
1,25-05-2012,"15,55,445",0,77,3.6,221.74,7.14
1,01-06-2012,"16,24,478",0,78,3.5,221.75,7.14
1,08-06-2012,"16,97,231",0,78,3.5,221.75,7.14
1,15-06-2012,"16,30,607",0,79,3.4,221.76,7.14
1,22-06-2012,"15,27,846",0,78,3.3,221.8,7.14
1,29-06-2012,"15,40,421",0,85,3.3,221.84,7.14
1,06-07-2012,"17,69,854",0,82,3.2,221.88,6.91
1,13-07-2012,"15,27,014",0,77,3.3,221.92,6.91
1,20-07-2012,"14,97,955",0,80,3.3,221.93,6.91
1,27-07-2012,"14,39,124",0,83,3.4,221.94,6.91
1,03-08-2012,"16,31,136",0,86,3.4,221.95,6.91
1,10-08-2012,"15,92,410",0,85,3.5,221.96,6.91
1,17-08-2012,"15,97,868",0,85,3.6,222.04,6.91
1,24-08-2012,"14,94,122",0,78,3.6,222.17,6.91
1,31-08-2012,"15,82,083",0,80,3.6,222.31,6.91
1,07-09-2012,"16,61,767",1,84,3.7,222.44,6.91
1,14-09-2012,"15,17,429",0,75,3.7,222.58,6.91
1,21-09-2012,"15,06,126",0,70,3.7,222.78,6.91
1,28-09-2012,"14,37,059",0,76,3.7,222.98,6.91
1,05-10-2012,"16,70,786",0,69,3.6,223.18,6.57
1,12-10-2012,"15,73,073",0,63,3.6,223.38,6.57
1,19-10-2012,"15,08,069",0,68,3.6,223.43,6.57
1,26-10-2012,"14,93,660",0,69,3.5,223.44,6.57
2,05-02-2010,"21,36,989",0,40,2.6,210.75,8.32
2,12-02-2010,"21,37,810",1,38,2.5,210.9,8.32
2,19-02-2010,"21,24,452",0,40,2.5,210.95,8.32
2,26-02-2010,"18,65,097",0,46,2.6,210.98,8.32
2,05-03-2010,"19,91,013",0,47,2.6,211.01,8.32
2,12-03-2010,"19,90,484",0,58,2.7,211.04,8.32
2,19-03-2010,"19,46,071",0,55,2.7,210.87,8.32
2,26-03-2010,"17,50,198",0,51,2.7,210.68,8.32
2,02-04-2010,"20,66,188",0,63,2.7,210.48,8.2
2,09-04-2010,"19,54,689",0,65,2.8,210.28,8.2
2,16-04-2010,"18,74,958",0,68,2.8,210.15,8.2
2,23-04-2010,"18,21,991",0,65,2.8,210.1,8.2
2,30-04-2010,"18,02,450",0,67,2.8,210.05,8.2
2,07-05-2010,"20,42,582",0,71,2.8,210,8.2
2,14-05-2010,"18,80,752",0,73,2.9,210,8.2
2,21-05-2010,"18,96,937",0,75,2.8,210.28,8.2
2,28-05-2010,"19,57,114",0,81,2.8,210.56,8.2
2,04-06-2010,"21,02,540",0,82,2.7,210.83,8.2
2,11-06-2010,"20,25,539",0,83,2.7,211.11,8.2
2,18-06-2010,"20,01,637",0,86,2.6,211.11,8.2
2,25-06-2010,"19,39,927",0,86,2.7,211,8.2
2,02-07-2010,"20,03,941",0,83,2.7,210.88,8.1
2,09-07-2010,"18,80,903",0,83,2.6,210.77,8.1
2,16-07-2010,"18,45,880",0,85,2.6,210.76,8.1
2,23-07-2010,"17,81,718",0,88,2.6,210.89,8.1
2,30-07-2010,"18,04,246",0,83,2.6,211.03,8.1
2,06-08-2010,"19,91,910",0,90,2.6,211.16,8.1
2,13-08-2010,"18,95,601",0,89,2.7,211.3,8.1
2,20-08-2010,"19,64,335",0,89,2.7,211.26,8.1
2,27-08-2010,"18,63,840",0,87,2.6,211.22,8.1
2,03-09-2010,"19,04,608",0,82,2.6,211.19,8.1
2,10-09-2010,"18,39,129",1,79,2.6,211.15,8.1
2,17-09-2010,"17,93,904",0,82,2.6,211.18,8.1
2,24-09-2010,"17,24,557",0,82,2.6,211.26,8.1
2,01-10-2010,"18,27,440",0,69,2.6,211.33,8.16
2,08-10-2010,"18,49,921",0,63,2.6,211.4,8.16
2,15-10-2010,"17,94,355",0,66,2.7,211.47,8.16
2,22-10-2010,"17,37,948",0,69,2.7,211.52,8.16
2,29-10-2010,"18,02,755",0,66,2.7,211.57,8.16
2,05-11-2010,"19,39,061",0,58,2.7,211.61,8.16
2,12-11-2010,"19,16,813",0,60,2.7,211.66,8.16
2,19-11-2010,"19,56,739",0,51,2.8,211.55,8.16
2,26-11-2010,"26,58,725",1,63,2.7,211.41,8.16
2,03-12-2010,"20,15,781",0,49,2.7,211.27,8.16
2,10-12-2010,"23,78,727",0,46,2.8,211.12,8.16
2,17-12-2010,"26,09,167",0,48,2.9,211.06,8.16
2,24-12-2010,"34,36,008",0,50,2.9,211.06,8.16
2,31-12-2010,"17,50,435",1,47,2.9,211.06,8.16
2,07-01-2011,"17,58,051",0,45,3,211.06,8.03
2,14-01-2011,"17,44,194",0,33,3,211.12,8.03
2,21-01-2011,"17,51,385",0,41,3,211.49,8.03
2,28-01-2011,"16,95,372",0,43,3,211.86,8.03
2,04-02-2011,"19,29,346",0,38,3,212.22,8.03
2,11-02-2011,"21,68,042",1,33,3,212.59,8.03
2,18-02-2011,"20,80,885",0,58,3,212.9,8.03
2,25-02-2011,"18,33,511",0,61,3.1,213.19,8.03
2,04-03-2011,"19,81,608",0,58,3.3,213.48,8.03
2,11-03-2011,"18,79,107",0,53,3.5,213.76,8.03
2,18-03-2011,"19,02,558",0,62,3.5,214.02,8.03
2,25-03-2011,"17,66,162",0,69,3.5,214.25,8.03
2,01-04-2011,"18,00,171",0,55,3.5,214.49,7.93
2,08-04-2011,"18,47,553",0,67,3.6,214.73,7.93
2,15-04-2011,"18,56,468",0,69,3.7,214.94,7.93
2,22-04-2011,"18,86,340",0,69,3.8,215.11,7.93
2,29-04-2011,"17,45,545",0,69,3.8,215.28,7.93
2,06-05-2011,"18,37,744",0,61,3.9,215.44,7.93
2,13-05-2011,"18,38,513",0,75,3.9,215.61,7.93
2,20-05-2011,"16,88,282",0,67,3.9,215.38,7.93
2,27-05-2011,"17,97,733",0,76,3.8,215.15,7.93
2,03-06-2011,"19,33,756",0,83,3.7,214.93,7.93
2,10-06-2011,"19,29,153",0,83,3.6,214.7,7.93
2,17-06-2011,"19,53,772",0,87,3.6,214.65,7.93
2,24-06-2011,"17,90,926",0,85,3.6,214.74,7.93
2,01-07-2011,"18,66,243",0,86,3.5,214.84,7.85
2,08-07-2011,"18,53,162",0,88,3.5,214.93,7.85
2,15-07-2011,"17,85,187",0,90,3.6,215.01,7.85
2,22-07-2011,"17,43,816",0,89,3.7,215.07,7.85
2,29-07-2011,"16,80,693",0,90,3.7,215.14,7.85
2,05-08-2011,"18,76,704",0,93,3.7,215.2,7.85
2,12-08-2011,"18,12,768",0,92,3.6,215.26,7.85
2,19-08-2011,"18,44,095",0,90,3.6,215.32,7.85
2,26-08-2011,"18,21,140",0,90,3.5,215.39,7.85
2,02-09-2011,"18,09,120",0,90,3.5,215.45,7.85
2,09-09-2011,"17,48,001",1,78,3.5,215.51,7.85
2,16-09-2011,"16,91,440",0,79,3.5,215.69,7.85
2,23-09-2011,"16,69,300",0,76,3.5,216.03,7.85
2,30-09-2011,"16,50,394",0,78,3.4,216.36,7.85
2,07-10-2011,"18,37,553",0,70,3.3,216.7,7.44
2,14-10-2011,"17,43,882",0,72,3.3,217,7.44
2,21-10-2011,"18,34,680",0,65,3.4,217.17,7.44
2,28-10-2011,"17,69,296",0,66,3.4,217.33,7.44
2,04-11-2011,"19,59,708",0,56,3.3,217.49,7.44
2,11-11-2011,"19,20,725",0,59,3.3,217.65,7.44
2,18-11-2011,"19,02,763",0,62,3.3,217.87,7.44
2,25-11-2011,"26,14,202",1,56,3.2,218.11,7.44
2,02-12-2011,"19,54,952",0,49,3.2,218.36,7.44
2,09-12-2011,"22,90,549",0,42,3.2,218.61,7.44
2,16-12-2011,"24,32,737",0,50,3.2,218.82,7.44
2,23-12-2011,"32,24,370",0,47,3.1,219,7.44
2,30-12-2011,"18,74,227",1,45,3.1,219.18,7.44
2,06-01-2012,"17,99,520",0,47,3.2,219.36,7.06
2,13-01-2012,"17,44,725",0,46,3.3,219.53,7.06
2,20-01-2012,"17,11,769",0,52,3.3,219.63,7.06
2,27-01-2012,"16,60,906",0,51,3.3,219.72,7.06
2,03-02-2012,"19,35,300",0,55,3.4,219.81,7.06
2,10-02-2012,"21,03,323",1,47,3.4,219.9,7.06
2,17-02-2012,"21,96,688",0,44,3.5,220.07,7.06
2,24-02-2012,"18,61,803",0,55,3.6,220.28,7.06
2,02-03-2012,"19,52,556",0,59,3.6,220.49,7.06
2,09-03-2012,"19,37,628",0,57,3.7,220.7,7.06
2,16-03-2012,"19,76,082",0,64,3.7,220.85,7.06
2,23-03-2012,"17,90,439",0,64,3.8,220.92,7.06
2,30-03-2012,"18,57,481",0,67,3.8,221,7.06
2,06-04-2012,"21,29,036",0,68,3.9,221.07,6.89
2,13-04-2012,"19,35,869",0,68,3.9,221.15,6.89
2,20-04-2012,"18,47,344",0,66,3.9,221.2,6.89
2,27-04-2012,"17,64,133",0,67,3.8,221.26,6.89
2,04-05-2012,"19,23,957",0,77,3.7,221.31,6.89
2,11-05-2012,"19,17,521",0,74,3.7,221.36,6.89
2,18-05-2012,"20,00,941",0,71,3.6,221.38,6.89
2,25-05-2012,"19,12,791",0,78,3.6,221.38,6.89
2,01-06-2012,"19,10,092",0,78,3.5,221.39,6.89
2,08-06-2012,"20,10,216",0,79,3.5,221.39,6.89
2,15-06-2012,"19,62,924",0,81,3.4,221.4,6.89
2,22-06-2012,"18,87,733",0,81,3.3,221.44,6.89
2,29-06-2012,"18,81,046",0,86,3.3,221.48,6.89
2,06-07-2012,"20,41,507",0,84,3.2,221.52,6.57
2,13-07-2012,"18,30,075",0,80,3.3,221.56,6.57
2,20-07-2012,"18,19,666",0,83,3.3,221.57,6.57
2,27-07-2012,"17,57,924",0,86,3.4,221.58,6.57
2,03-08-2012,"19,46,105",0,90,3.4,221.59,6.57
2,10-08-2012,"18,66,720",0,89,3.5,221.6,6.57
2,17-08-2012,"19,28,016",0,85,3.6,221.68,6.57
2,24-08-2012,"18,76,788",0,77,3.6,221.81,6.57
2,31-08-2012,"19,47,083",0,83,3.6,221.94,6.57
2,07-09-2012,"18,98,777",1,88,3.7,222.07,6.57
2,14-09-2012,"18,14,807",0,76,3.7,222.22,6.57
2,21-09-2012,"18,29,416",0,71,3.7,222.42,6.57
2,28-09-2012,"17,46,471",0,79,3.7,222.62,6.57
2,05-10-2012,"19,98,321",0,70,3.6,222.82,6.17
2,12-10-2012,"19,00,745",0,61,3.6,223.02,6.17
2,19-10-2012,"18,47,990",0,68,3.6,223.06,6.17
2,26-10-2012,"18,34,458",0,70,3.5,223.08,6.17
3,05-02-2010,"4,61,622",0,46,2.6,214.42,7.37
3,12-02-2010,"4,20,729",1,48,2.5,214.57,7.37
3,19-02-2010,"4,21,642",0,47,2.5,214.62,7.37
3,26-02-2010,"4,07,205",0,52,2.6,214.65,7.37
3,05-03-2010,"4,15,202",0,53,2.6,214.68,7.37
3,12-03-2010,"3,84,201",0,63,2.7,214.7,7.37
3,19-03-2010,"3,75,329",0,60,2.7,214.53,7.37
3,26-03-2010,"3,59,949",0,57,2.7,214.32,7.37
3,02-04-2010,"4,23,294",0,66,2.7,214.12,7.34
3,09-04-2010,"4,15,870",0,68,2.8,213.91,7.34
3,16-04-2010,"3,54,993",0,67,2.8,213.77,7.34
3,23-04-2010,"3,39,977",0,68,2.8,213.72,7.34
3,30-04-2010,"3,61,248",0,70,2.8,213.67,7.34
3,07-05-2010,"3,99,324",0,73,2.8,213.62,7.34
3,14-05-2010,"3,84,358",0,77,2.9,213.62,7.34
3,21-05-2010,"3,43,763",0,76,2.8,213.91,7.34
3,28-05-2010,"3,50,089",0,79,2.8,214.2,7.34
3,04-06-2010,"3,96,969",0,79,2.7,214.5,7.34
3,11-06-2010,"3,55,017",0,82,2.7,214.79,7.34
3,18-06-2010,"3,64,077",0,84,2.6,214.79,7.34
3,25-06-2010,"3,57,346",0,84,2.7,214.67,7.34
3,02-07-2010,"3,81,152",0,82,2.7,214.55,7.35
3,09-07-2010,"3,49,214",0,82,2.6,214.43,7.35
3,16-07-2010,"3,52,729",0,84,2.6,214.42,7.35
3,23-07-2010,"3,52,864",0,83,2.6,214.56,7.35
3,30-07-2010,"3,47,955",0,82,2.6,214.7,7.35
3,06-08-2010,"4,02,636",0,85,2.6,214.83,7.35
3,13-08-2010,"3,39,597",0,87,2.7,214.97,7.35
3,20-08-2010,"3,51,728",0,88,2.7,214.93,7.35
3,27-08-2010,"3,62,134",0,86,2.6,214.89,7.35
3,03-09-2010,"3,66,474",0,84,2.6,214.85,7.35
3,10-09-2010,"3,52,261",1,81,2.6,214.81,7.35
3,17-09-2010,"3,63,065",0,82,2.6,214.83,7.35
3,24-09-2010,"3,55,627",0,77,2.6,214.91,7.35
3,01-10-2010,"3,58,784",0,74,2.6,214.98,7.56
3,08-10-2010,"3,95,107",0,67,2.6,215.06,7.56
3,15-10-2010,"3,45,584",0,70,2.7,215.13,7.56
3,22-10-2010,"3,48,896",0,72,2.7,215.18,7.56
3,29-10-2010,"3,48,592",0,72,2.7,215.23,7.56
3,05-11-2010,"4,23,176",0,63,2.7,215.28,7.56
3,12-11-2010,"3,86,635",0,63,2.7,215.33,7.56
3,19-11-2010,"3,72,545",0,58,2.8,215.21,7.56
3,26-11-2010,"5,65,568",1,69,2.7,215.06,7.56
3,03-12-2010,"4,76,421",0,54,2.7,214.92,7.56
3,10-12-2010,"4,67,642",0,51,2.8,214.77,7.56
3,17-12-2010,"4,98,159",0,52,2.9,214.7,7.56
3,24-12-2010,"6,05,990",0,57,2.9,214.7,7.56
3,31-12-2010,"3,82,678",1,53,2.9,214.7,7.56
3,07-01-2011,"3,78,241",0,53,3,214.7,7.55
3,14-01-2011,"3,81,061",0,45,3,214.75,7.55
3,21-01-2011,"3,50,877",0,51,3,215.13,7.55
3,28-01-2011,"3,64,866",0,49,3,215.51,7.55
3,04-02-2011,"4,38,517",0,46,3,215.89,7.55
3,11-02-2011,"4,30,526",1,44,3,216.27,7.55
3,18-02-2011,"4,32,782",0,62,3,216.58,7.55
3,25-02-2011,"3,97,211",0,67,3.1,216.88,7.55
3,04-03-2011,"4,37,085",0,65,3.3,217.17,7.55
3,11-03-2011,"4,04,753",0,61,3.5,217.47,7.55
3,18-03-2011,"3,92,110",0,69,3.5,217.72,7.55
3,25-03-2011,"3,80,684",0,73,3.5,217.97,7.55
3,01-04-2011,"3,74,556",0,69,3.5,218.21,7.57
3,08-04-2011,"3,84,075",0,73,3.6,218.46,7.57
3,15-04-2011,"3,66,251",0,76,3.7,218.68,7.57
3,22-04-2011,"3,91,860",0,77,3.8,218.85,7.57
3,29-04-2011,"3,67,405",0,79,3.8,219.02,7.57
3,06-05-2011,"4,13,042",0,69,3.9,219.2,7.57
3,13-05-2011,"3,86,313",0,80,3.9,219.37,7.57
3,20-05-2011,"3,64,603",0,76,3.9,219.13,7.57
3,27-05-2011,"3,69,351",0,84,3.8,218.89,7.57
3,03-06-2011,"3,94,508",0,84,3.7,218.64,7.57
3,10-06-2011,"3,91,639",0,85,3.6,218.4,7.57
3,17-06-2011,"4,03,423",0,87,3.6,218.36,7.57
3,24-06-2011,"3,85,521",0,85,3.6,218.45,7.57
3,01-07-2011,"3,68,963",0,85,3.5,218.55,7.57
3,08-07-2011,"3,95,146",0,85,3.5,218.64,7.57
3,15-07-2011,"3,73,454",0,87,3.6,218.73,7.57
3,22-07-2011,"3,60,617",0,86,3.7,218.79,7.57
3,29-07-2011,"3,45,381",0,88,3.7,218.84,7.57
3,05-08-2011,"4,09,981",0,88,3.7,218.9,7.57
3,12-08-2011,"3,80,377",0,89,3.6,218.96,7.57
3,19-08-2011,"3,79,717",0,88,3.6,219.02,7.57
3,26-08-2011,"3,66,368",0,88,3.5,219.09,7.57
3,02-09-2011,"3,75,989",0,89,3.5,219.15,7.57
3,09-09-2011,"3,77,347",1,82,3.5,219.21,7.57
3,16-09-2011,"3,75,630",0,84,3.5,219.4,7.57
3,23-09-2011,"3,65,249",0,80,3.5,219.74,7.57
3,30-09-2011,"3,68,478",0,83,3.4,220.09,7.57
3,07-10-2011,"4,03,342",0,76,3.3,220.43,7.2
3,14-10-2011,"3,68,283",0,74,3.3,220.75,7.2
3,21-10-2011,"3,94,976",0,69,3.4,220.91,7.2
3,28-10-2011,"3,89,541",0,71,3.4,221.08,7.2
3,04-11-2011,"4,59,443",0,59,3.3,221.25,7.2
3,11-11-2011,"4,07,764",0,62,3.3,221.41,7.2
3,18-11-2011,"3,98,839",0,64,3.3,221.64,7.2
3,25-11-2011,"5,56,925",1,68,3.2,221.9,7.2
3,02-12-2011,"4,72,511",0,55,3.2,222.16,7.2
3,09-12-2011,"4,68,773",0,49,3.2,222.42,7.2
3,16-12-2011,"5,10,748",0,58,3.2,222.64,7.2
3,23-12-2011,"5,51,221",0,53,3.1,222.83,7.2
3,30-12-2011,"4,10,554",1,48,3.1,223.01,7.2
3,06-01-2012,"3,98,178",0,52,3.2,223.19,6.83
3,13-01-2012,"3,67,439",0,52,3.3,223.38,6.83
3,20-01-2012,"3,65,819",0,56,3.3,223.47,6.83
3,27-01-2012,"3,49,518",0,58,3.3,223.56,6.83
3,03-02-2012,"4,24,961",0,59,3.4,223.66,6.83
3,10-02-2012,"4,73,292",1,52,3.4,223.75,6.83
3,17-02-2012,"4,75,591",0,52,3.5,223.92,6.83
3,24-02-2012,"4,18,925",0,60,3.6,224.13,6.83
3,02-03-2012,"4,69,753",0,62,3.6,224.35,6.83
3,09-03-2012,"4,45,162",0,61,3.7,224.56,6.83
3,16-03-2012,"4,11,776",0,64,3.7,224.72,6.83
3,23-03-2012,"4,13,907",0,67,3.8,224.79,6.83
3,30-03-2012,"4,07,489",0,69,3.8,224.87,6.83
3,06-04-2012,"5,03,232",0,73,3.9,224.94,6.66
3,13-04-2012,"4,20,790",0,73,3.9,225.01,6.66
3,20-04-2012,"4,34,822",0,72,3.9,225.07,6.66
3,27-04-2012,"3,94,616",0,73,3.8,225.12,6.66
3,04-05-2012,"4,39,914",0,80,3.7,225.18,6.66
3,11-05-2012,"4,31,985",0,75,3.7,225.24,6.66
3,18-05-2012,"4,18,113",0,72,3.6,225.25,6.66
3,25-05-2012,"4,13,701",0,79,3.6,225.25,6.66
3,01-06-2012,"4,32,269",0,82,3.5,225.25,6.66
3,08-06-2012,"4,46,337",0,82,3.5,225.25,6.66
3,15-06-2012,"4,42,075",0,85,3.4,225.26,6.66
3,22-06-2012,"4,19,498",0,83,3.3,225.31,6.66
3,29-06-2012,"4,22,965",0,86,3.3,225.35,6.66
3,06-07-2012,"4,11,207",0,83,3.2,225.39,6.33
3,13-07-2012,"4,16,913",0,82,3.3,225.43,6.33
3,20-07-2012,"4,32,425",0,81,3.3,225.44,6.33
3,27-07-2012,"3,89,428",0,85,3.4,225.45,6.33
3,03-08-2012,"4,19,990",0,87,3.4,225.46,6.33
3,10-08-2012,"3,91,812",0,86,3.5,225.47,6.33
3,17-08-2012,"3,94,919",0,87,3.6,225.56,6.33
3,24-08-2012,"4,12,450",0,83,3.6,225.69,6.33
3,31-08-2012,"4,08,839",0,85,3.6,225.83,6.33
3,07-09-2012,"4,08,230",1,85,3.7,225.97,6.33
3,14-09-2012,"4,07,589",0,78,3.7,226.11,6.33
3,21-09-2012,"4,14,392",0,73,3.7,226.32,6.33
3,28-09-2012,"3,89,813",0,77,3.7,226.52,6.33
3,05-10-2012,"4,43,558",0,73,3.6,226.72,6.03
3,12-10-2012,"4,10,804",0,70,3.6,226.92,6.03
3,19-10-2012,"4,24,513",0,73,3.6,226.97,6.03
3,26-10-2012,"4,05,433",0,75,3.5,226.99,6.03
4,05-02-2010,"21,35,144",0,44,2.6,126.44,8.62
4,12-02-2010,"21,88,307",1,29,2.6,126.5,8.62
4,19-02-2010,"20,49,860",0,36,2.5,126.53,8.62
4,26-02-2010,"19,25,729",0,41,2.6,126.55,8.62
4,05-03-2010,"19,71,057",0,43,2.7,126.58,8.62
4,12-03-2010,"18,94,324",0,50,2.7,126.6,8.62
4,19-03-2010,"18,97,429",0,55,2.7,126.61,8.62
